20,1292213,1995,大话西游之大圣娶亲,刘镇伟,"['周星驰', '吴孟达', '朱茵', '蔡少芬']","['喜剧', '爱情', '奇幻', '古装']",中国香港 / 中国大陆,95
21,5912992,2011,熔炉,黄东赫,"['孔刘', '郑有美', '金贤秀', '郑仁絮']",['剧情'],韩国,125
22,1291841,1972,教父,弗朗西斯·福特·科波拉,"['马龙·白兰度', '阿尔·帕西诺', '詹姆斯·肯恩', '理查德·卡斯特尔诺']","['剧情', '犯罪']",美国,175 
23,6786002,2011,触不可及,奥利维埃·纳卡什,"['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗']","['剧情', '喜剧']",法国,112
24,1849031,2006,当幸福来敲门,加布里埃莱·穆奇诺,"['威尔·史密斯', '贾登·史密斯', '坦迪·牛顿', '布莱恩·豪威 ']","['剧情', '家庭', '传记']",美国,117
25,3319755,2010,怦然心动,罗伯·莱纳,"['玛德琳·卡罗尔', '卡兰·麦克奥利菲', '瑞贝卡·德·莫妮', '安东尼·爱德华兹']","['剧情', '喜剧', '爱情']",美国,90
26,1291560,1988,龙猫,宫崎骏,"['日高法子', '坂本千夏', '糸井重里', '岛本须美']","['动画', '奇幻', '冒险']",日本,86
27,1293172,1987,末代皇帝,贝纳尔多·贝托鲁奇,"['尊龙', '陈冲', '邬君梅', '彼得·奥图尔']","['剧情', '传记', '历史']",英国 / 意大利 / 中国大陆 / 法国,163
28,20495023,2017,寻梦环游记,李·昂克里奇,"['安东尼·冈萨雷斯', '盖尔·加西亚·贝纳尔', '本杰明·布拉特', '阿兰娜·乌巴赫']","['喜剧', '动画', '音乐', '奇幻']",美国,105
29,1292365,1994,活着,张艺谋,"['葛优', '巩俐', '姜武', '牛犇']","['剧情', '家庭', '历史']",中国大陆 / 中国香港,132
30,1851857,2008,蝙蝠侠：黑暗骑士,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '希斯·莱杰', '艾伦·艾克哈特', '迈克尔·凯恩']","['剧情', '动作', '科幻', '惊悚', '犯罪']",美国 / 英国,152
31,1295038,2001,哈利·波特与魔法石,克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼']","['奇幻', '冒险']",美国 / 英国,152
32,1291552,2003,指环王3：王者无敌,彼得·杰克逊,"['伊利亚·伍德', '西恩·奥斯汀', '维果·莫腾森', '奥兰多·布鲁姆']","['剧情', '动作', '奇幻', '冒险']",美国 / 新西兰,201
33,1300267,1939,乱世佳人,维克多·弗莱明,"['费雯·丽', '克拉克·盖博', '奥利维娅·德哈维兰', '托马斯·米切尔']","['剧情', '爱情', '历史', '战争']",美国,238
34,26752088,2018,我不是药神,文牧野,"['徐峥', '王传君', '周一围', '谭卓']","['剧情', '喜剧']",中国大陆,117
35,21937452,2013,素媛,李濬益,"['薛景求', '严志媛', '李来', '金海淑']",['剧情'],韩国,122
36,2129039,2009,飞屋环游记,彼特·道格特,"['爱德华·阿斯纳', '克里斯托弗·普卢默', '乔丹·长井', '鲍勃·彼德森']","['剧情', '喜剧', '动画', '冒险']",美国,96
37,1308807,2004,哈尔的移动城堡,宫崎骏,"['倍赏千惠子', '木村拓哉', '美轮明宏', '我修院达也']","['动画', '奇幻', '冒险']",日本,119
38,1293182,1957,十二怒汉,西德尼·吕美特,"['亨利·方达', '马丁·鲍尔萨姆', '约翰·菲德勒', '李·科布']",['剧情'],美国,96
39,30170448,2018,何以为家,娜丁·拉巴基,"['赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '卡萨尔·艾尔·哈达德']",['剧情'],黎巴嫩 / 美国 / 法国 / 塞浦路斯 / 卡塔尔 / 英国,126
40,26387939,2016,摔跤吧！爸爸,涅提·蒂瓦里,"['阿米尔·汗', '法缇玛·萨那·纱卡', '桑亚·玛荷塔', '阿帕尔夏克提·库拉那']","['剧情', '家庭', '传记', '运动']",印度,161(印度)
41,3742360,2010,让子弹飞,姜文,"['姜文', '葛优', '周润发', '刘嘉玲']","['剧情', '喜剧', '动作', '西部']",中国大陆 / 中国香港,132
42,1291858,2000,鬼子来了,姜文,"['姜文', '香川照之', '袁丁', '姜宏波']","['剧情', '喜剧']",中国大陆,139
43,1305487,2002,猫鼠游戏,史蒂文·斯皮尔伯格,"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛']","['剧情', '传记', '犯罪']",美国 / 加拿大,141 
44,1929463,2012,少年派的奇幻漂流,李安,"['苏拉·沙玛', '伊尔凡·可汗', '拉菲·斯波', '阿迪勒·侯赛因']","['剧情', '奇幻', '冒险']",美国 / 中国台湾 / 英国 / 加拿大,127
45,25958717,2015,海蒂和爷爷,阿兰·葛斯彭纳,"['阿努克·斯特芬', '布鲁诺·冈茨', '昆林·艾格匹', '安娜·申茨']","['剧情', '家庭', '冒险']",德国 / 瑞士,111
46,1296736,2002,钢琴家,罗曼·波兰斯基,"['艾德里安·布洛迪', '托马斯·克莱舒曼', '艾米莉娅·福克斯', '米哈乌·热布罗夫斯基']","['剧情', '音乐', '传记', '战争']",英国 / 法国 / 波兰 / 德国,149
47,1299398,1995,大话西游之月光宝盒,刘镇伟,"['周星驰', '吴孟达', '罗家英', '蓝洁瑛']","['喜剧', '爱情', '奇幻', '古装']",中国香港 / 中国大陆,88
48,1291583,1986,天空之城,宫崎骏,"['田中真弓', '横泽启子', '初井言荣', '寺田农']","['动画', '奇幻', '冒险']",日本,125
49,1291572,2002,指环王2：双塔奇兵,彼得·杰克逊,"['伊利亚·伍德', '西恩·奥斯汀', '多米尼克·莫纳汉', '奥兰多·布鲁姆']","['剧情', '动作', '奇幻', '冒险']",美国 / 新西兰,180
50,1298624,1992,闻香识女人,马丁·布莱斯特,"['阿尔·帕西诺', '克里斯·奥唐纳', '詹姆斯·瑞布霍恩', '加布里埃尔·安瓦尔']",['剧情'],美国,157 
51,1293839,1953,罗马假日,威廉·惠勒,"['奥黛丽·赫本', '格利高里·派克', '埃迪·艾伯特', '哈特利·鲍尔']","['剧情', '喜剧', '爱情']",美国,118
52,1291828,1988,天堂电影院,朱塞佩·托纳多雷,"['菲利普·努瓦雷', '萨瓦特利·卡西欧', '雅克·贝汉', '马克·莱昂纳蒂']","['剧情', '爱情']",意大利 / 法国,155
53,1291548,1989,死亡诗社,彼得·威尔,"['罗宾·威廉姆斯', '罗伯特·肖恩·莱纳德', '伊桑·霍克', '乔西·查尔斯']",['剧情'],美国,128 
54,27060077,2018,绿皮书,彼得·法雷里,"['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科']","['剧情', '喜剧', '音乐', '传记']",美国 / 中国大陆,130
55,1418019,1961,大闹天宫,万籁鸣,"['邱岳峰', '富润生', '毕克', '尚华']","['剧情', '动画', '奇幻', '古装']",中国大陆,113
56,1291571,2001,指环王1：护戒使者,彼得·杰克逊,"['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森']","['剧情', '动作', '奇幻', '冒险']",新西兰 / 美国,179
57,1291843,1999,黑客帝国,莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文']","['动作', '科幻']",美国,136
58,1299131,1974,教父2,弗朗西斯·福特·科波拉,"['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗']","['剧情', '犯罪']",美国,202
59,1301753,1994,狮子王,罗杰·阿勒斯,"['乔纳森·泰勒·托马斯', '马修·布罗德里克', '杰瑞米·艾恩斯', '詹姆斯·厄尔·琼斯']","['动画', '歌舞', '冒险']",美国,89 
60,21937445,2013,辩护人,杨宇硕,"['宋康昊', '金英爱', '吴达洙', '郭度沅']",['剧情'],韩国,127
61,1291818,1994,饮食男女,李安,"['郎雄', '杨贵媚', '吴倩莲', '王渝文']","['剧情', '家庭']",中国台湾 / 美国,124
62,1292000,1999,搏击俱乐部,大卫·芬奇,"['爱德华·诺顿', '布拉德·皮特', '海伦娜·伯翰·卡特', '扎克·格雷尼尔']","['剧情', '动作', '悬疑', '惊悚']",美国,139 
63,1306029,2001,美丽心灵,朗·霍华德,"['罗素·克劳', '艾德·哈里斯', '詹妮弗·康纳利', '克里斯托弗·普卢默']","['剧情', '传记']",美国,135
64,1485260,2008,本杰明·巴顿奇事,大卫·芬奇,"['凯特·布兰切特', '布拉德·皮特', '朱莉娅·奥蒙德', '芳妮·A·钱勃丝']","['剧情', '爱情', '奇幻']",美国,166
65,3008247,2008,穿条纹睡衣的男孩,马克·赫尔曼,"['阿萨·巴特菲尔德', '维拉·法米加', '卡拉·霍根', '祖萨·霍尔']","['剧情', '战争']",英国 / 美国,94
66,1900841,2006,窃听风暴,弗洛里安·亨克尔·冯·多纳斯马尔克,"['乌尔里希·穆埃', '马蒂娜·格德克', '塞巴斯蒂安·科赫', '乌尔里希·图库尔']","['剧情', '悬疑']",德国,137
67,1292220,1995,情书,岩井俊二,"['中山美穗', '丰川悦司', '酒井美纪', '柏原崇']","['剧情', '爱情']",日本,117
68,1293350,1998,两杆大烟枪,盖·里奇,"['杰森·弗莱明', '德克斯特·弗莱彻', '尼克·莫兰', '杰森·斯坦森']","['剧情', '喜剧', '犯罪']",英国,107
69,1292402,2000,西西里的美丽传说,朱塞佩·托纳多雷,"['莫妮卡·贝鲁奇', '朱塞佩·苏尔法罗', 'Luciano Federico', '玛蒂尔德·皮亚纳']","['剧情', '情色', '战争']",意大利 / 美国,109 
70,1294408,1965,音乐之声,罗伯特·怀斯,"['朱莉·安德鲁斯', '克里斯托弗·普卢默', '埃琳诺·帕克', '理查德·海顿']","['剧情', '爱情', '歌舞', '传记']",美国,174
71,26580232,2016,看不见的客人,奥里奥尔·保罗,"['马里奥·卡萨斯', '阿娜·瓦格纳', '何塞·科罗纳多', '巴巴拉·莱涅']","['剧情', '悬疑', '惊悚', '犯罪']",西班牙,106
72,1652587,2009,阿凡达,詹姆斯·卡梅隆,"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗']","['动作', '科幻', '冒险']",美国,162
73,1292849,1998,拯救大兵瑞恩,史蒂文·斯皮尔伯格,"['汤姆·汉克斯', '汤姆·塞兹摩尔', '爱德华·伯恩斯', '巴里·佩珀']","['剧情', '战争']",美国,169
74,1303021,1997,小鞋子,马基德·马基迪,"['默罕默德·阿米尔·纳吉', '法拉赫阿米尔·哈什米安', '巴哈丽·西迪奇', '纳菲丝·贾法-穆罕默迪']","['剧情', '家庭', '儿童']",伊朗,89
75,1292224,1975,飞越疯人院,米洛斯·福尔曼,"['杰克·尼科尔森', '丹尼·德维托', '克里斯托弗·洛伊德', '路易丝·弗莱彻']",['剧情'],美国,133
76,3011235,2011,哈利·波特与死亡圣器(下),大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特']","['奇幻', '冒险']",美国 / 英国,130
77,1293544,1991,沉默的羔羊,乔纳森·戴米,"['朱迪·福斯特', '安东尼·霍普金斯', '斯科特·格伦', '安东尼·希尔德']","['剧情', '惊悚', '犯罪']",美国,118
78,11525673,2014,布达佩斯大饭店,韦斯·安德森,"['拉尔夫·费因斯', '托尼·雷沃罗利', '艾德里安·布洛迪', '威廉·达福']","['剧情', '喜剧', '冒险']",美国 / 德国 / 英国,99
79,2334904,2010,禁闭岛,马丁·斯科塞斯,"['莱昂纳多·迪卡普里奥', '马克·鲁弗洛', '本·金斯利', '马克斯·冯·叙多夫']","['剧情', '悬疑', '惊悚']",美国,138 
80,1292343,2004,蝴蝶效应,埃里克·布雷斯,"['阿什顿·库彻', '梅洛拉·沃尔特斯', '艾米·斯马特', '埃尔登·汉森']","['剧情', '科幻', '悬疑', '惊悚']",美国 / 加拿大,113
81,1780330,2006,致命魔术,克里斯托弗·诺兰,"['休·杰克曼', '克里斯蒂安·贝尔', '迈克尔·凯恩', '丽贝卡·豪尔']","['剧情', '悬疑', '惊悚']",英国 / 美国,130
82,1291543,2004,功夫,周星驰,"['周星驰', '元秋', '元华', '黄圣依']","['喜剧', '动作', '犯罪', '奇幻']",中国大陆 / 中国香港,100(3D重映)
83,1292656,1997,心灵捕手,格斯·范·桑特,"['马特·达蒙', '罗宾·威廉姆斯', '本·阿弗莱克', '斯特兰·斯卡斯加德']",['剧情'],美国,126 
84,3442220,2009,海豚湾,路易·西霍尤斯,"[""Richard O'Barry"", '路易·西霍尤斯', 'Hardy Jones', 'Michael Illiff']",['纪录片'],美国,92
85,1291544,2004,哈利·波特与阿兹卡班的囚徒,阿方索·卡隆,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼']","['奇幻', '冒险']",英国 / 美国,141 
86,1291832,1994,低俗小说,昆汀·塔伦蒂诺,"['约翰·特拉沃尔塔', '乌玛·瑟曼', '阿曼达·普拉莫', '蒂姆·罗斯']","['剧情', '喜剧', '犯罪']",美国,154
87,1292679,1997,春光乍泄,王家卫,"['张国荣', '梁朝伟', '张震', '格利高里·戴顿']","['剧情', '爱情', '同性']",中国香港 / 日本 / 韩国,96
88,1292262,1984,美国往事,赛尔乔·莱昂内,"['罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '乔·佩西']","['剧情', '犯罪']",美国 / 意大利,229(导演剪辑版)
89,1294371,1936,摩登时代,查理·卓别林,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德']","['剧情', '喜剧', '爱情']",美国,87
90,5322596,2011,超脱,托尼·凯耶,"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯']",['剧情'],美国,98
91,1302425,1999,喜剧之王,周星驰,"['周星驰', '张柏芝', '莫文蔚', '吴孟达']","['剧情', '喜剧', '爱情']",中国香港,89
92,1297192,2003,致命ID,詹姆斯·曼高德,"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '约翰·浩克斯']","['剧情', '悬疑', '惊悚']",美国,90
93,1300299,2003,杀人回忆,奉俊昊,"['宋康昊', '金相庆', '金雷夏', '宋在浩']","['剧情', '动作', '悬疑', '惊悚', '犯罪']",韩国,132
94,1292223,1995,七宗罪,大卫·芬奇,"['摩根·弗里曼', '布拉德·皮特', '凯文·史派西', '格温妮斯·帕特洛']","['剧情', '悬疑', '惊悚', '犯罪']",美国,127
95,1865703,2006,红辣椒,今敏,"['林原惠美', '江守彻', '堀胜之祐', '古谷彻']","['科幻', '动画', '悬疑', '惊悚']",日本,90 
96,1298070,2003,加勒比海盗,戈尔·维宾斯基,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉']","['动作', '奇幻', '冒险']",美国,143 
97,1296996,2002,哈利·波特与密室,克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿']","['奇幻', '冒险']",英国 / 美国,161
98,6985810,2012,狩猎,托马斯·温特伯格,"['麦斯·米科尔森', '托玛斯·博·拉森', '安妮卡·韦德科普', '拉丝·弗格斯托姆']",['剧情'],丹麦 / 瑞典,115
99,1292434,2000,一一,杨德昌,"['吴念真', '李凯莉', '金燕玲', '张洋洋']","['剧情', '爱情', '家庭']",中国台湾 / 日本,173
100,10777687,2013,7号房的礼物,李焕庆,"['柳承龙', '朴信惠', '郑镇荣', '金正泰']","['剧情', '喜剧', '家庭']",韩国,127
101,1787291,2006,被嫌弃的松子的一生,中岛哲也,"['中谷美纪', '永山瑛太', '香川照之', '市川实日子']","['剧情', '歌舞']",日本,130 
102,1306249,1993,唐伯虎点秋香,李力持,"['周星驰', '巩俐', '陈百祥', '郑佩佩']","['喜剧', '爱情', '古装']",中国香港,102 
103,26799731,2017,请以你的名字呼唤我,卢卡·瓜达尼诺,"['艾米·汉莫', '提莫西·查拉梅', '迈克尔·斯图巴', '阿蜜拉·卡萨']","['剧情', '爱情', '同性']",意大利 / 法国 / 巴西 / 美国,132
104,1418834,2005,断背山,李安,"['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇']","['剧情', '爱情', '同性', '家庭']",美国 / 加拿大,134
105,1292370,1990,剪刀手爱德华,蒂姆·波顿,"['约翰尼·德普', '薇诺娜·瑞德', '黛安·韦斯特', '安东尼·迈克尔·豪尔']","['剧情', '爱情', '奇幻']",美国,105
106,2149806,2008,入殓师,泷田洋二郎,"['本木雅弘', '广末凉子', '山崎努', '吉行和子']",['剧情'],日本,130
107,1296339,1995,爱在黎明破晓前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔']","['剧情', '爱情']",美国 / 奥地利 / 瑞士,101
108,1294639,1995,勇敢的心,梅尔·吉布森,"['梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·科兹莫']","['剧情', '动作', '传记', '历史', '战争']",美国,178
109,1297630,1999,第六感,M·奈特·沙马兰,"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯']","['剧情', '悬疑', '惊悚']",美国,107
110,1291999,1994,重庆森林,王家卫,"['林青霞', '金城武', '梁朝伟', '王菲']","['剧情', '爱情']",中国香港,102
111,3395373,2012,蝙蝠侠：黑暗骑士崛起,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特']","['剧情', '动作', '科幻', '惊悚', '犯罪']",美国 / 英国,165
112,1297359,1997,幽灵公主,宫崎骏,"['松田洋治', '石田百合子', '田中裕子', '小林薰']","['动画', '奇幻', '冒险']",日本,134
113,11026735,2014,超能陆战队,唐·霍尔,"['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒']","['喜剧', '动作', '科幻', '动画', '冒险']",美国,102
114,1291990,2004,爱在日落黄昏时,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', '路易丝·勒莫瓦纳·托雷斯']","['剧情', '爱情']",美国 / 法国,80 
115,1293359,1999,菊次郎的夏天,北野武,"['北野武', '关口雄介', '岸本加世子', '吉行和子']","['剧情', '喜剧']",日本,121
116,1305164,1996,甜蜜蜜,陈可辛,"['黎明', '张曼玉', '杨恭如', '曾志伟']","['剧情', '爱情']",中国香港,118(中国大陆)
117,1292215,2001,天使爱美丽,让-皮埃尔·热内,"['奥黛丽·塔图', '马修·卡索维茨', '吕菲斯', '洛莱拉·克拉沃塔']","['剧情', '喜剧', '爱情']",法国 / 德国,122
118,1291875,1994,阳光灿烂的日子,姜文,"['夏雨', '宁静', '陶虹', '耿乐']","['剧情', '爱情']",中国大陆 / 中国香港,134(中国大陆)
119,25814705,2014,小森林,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",['剧情'],日本,111
120,4202302,2010,借东西的小人阿莉埃蒂,米林宏昌,"['志田未来', '神木隆之介', '树木希林', '三浦友和']","['动画', '奇幻', '冒险']",日本,94
121,1300992,1993,完美的世界,克林特·伊斯特伍德,"['凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟']","['剧情', '犯罪']",美国,138
122,1292337,2004,无人知晓,是枝裕和,"['柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子']",['剧情'],日本,141
123,21318488,2014,消失的爱人,大卫·芬奇,"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩']","['剧情', '悬疑', '惊悚', '犯罪']",美国,149
124,1297447,1987,倩女幽魂,程小东,"['张国荣', '王祖贤', '午马', '刘兆铭']","['爱情', '奇幻', '武侠', '古装']",中国香港,98(香港)
125,27010768,2019,寄生虫,奉俊昊,"['宋康昊', '李善均', '曹汝贞', '崔宇植']",['剧情'],韩国,132
126,10577869,2013,时空恋旅人,理查德·柯蒂斯,"['多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊']","['喜剧', '爱情', '奇幻']",英国,123
127,1297052,1995,侧耳倾听,近藤喜文,"['本名阳子', '小林桂树', '高山南', '高桥一生']","['剧情', '爱情', '动画']",日本,111
128,25814707,2015,小森林,森淳一,"['桥本爱', '三浦贵大', '松冈茉优', '温水洋一']",['剧情'],日本,120
129,1292274,2004,幸福终点站,史蒂文·斯皮尔伯格,"['汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德']","['剧情', '喜剧', '爱情']",美国,128
130,2353023,2010,驯龙高手,迪恩·德布洛斯,"['杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉']","['动画', '奇幻', '冒险']",美国,98
131,1294240,1990,教父3,弗朗西斯·福特·科波拉,"['阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚']","['剧情', '犯罪']",美国,162
132,26628357,2015,一个叫欧维的男人决定去死,汉内斯·赫尔姆,"['罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格']",['剧情'],瑞典,116
133,1395091,1997,未麻的部屋,今敏,"['岩男润子', '松本梨香', '辻亲八', '大仓正章']","['动画', '惊悚', '奇幻']",日本,81 
134,5989818,2011,萤火之森,大森贵弘,"['佐仓绫音', '内山昂辉', '辻亲八', '山本兼平']","['剧情', '爱情', '动画', '奇幻']",日本,45
135,1291579,2001,怪兽电力公司,彼特·道格特,"['约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密']","['喜剧', '动画', '儿童', '奇幻', '冒险']",美国,92
136,1309055,2005,哈利·波特与火焰杯,迈克·内威尔,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '迈克尔·刚本']","['悬疑', '奇幻', '冒险']",英国 / 美国,157 
137,1858711,2010,玩具总动员3,李·昂克里奇,"['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂']","['喜剧', '动画', '奇幻', '冒险']",美国,103
138,1418200,2005,傲慢与偏见,乔·赖特,"['凯拉·奈特莉', '马修·麦克费登', '唐纳德·萨瑟兰', '布兰达·布莱斯']","['剧情', '爱情']",法国 / 英国 / 美国,129 
139,10437779,2013,新世界,朴勋政,"['李政宰', '崔岷植', '黄政民', '宋智孝']","['剧情', '犯罪']",韩国,134
140,25986180,2016,釜山行,延尚昊,"['孔刘', '郑有美', '马东锡', '金秀安']","['动作', '惊悚', '灾难']",韩国,118
141,3287562,2010,神偷奶爸,皮埃尔·柯芬,"['史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯']","['喜剧', '动画', '冒险']",美国 / 法国,95
142,6307447,2012,被解救的姜戈,昆汀·塔伦蒂诺,"['杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·瓦尔兹', '塞缪尔·杰克逊']","['剧情', '动作', '西部', '冒险']",美国,163(中国大陆)
143,3072124,2009,玛丽和马克思,亚当·艾略特,"['托妮·科莱特', '菲利普·塞默·霍夫曼', '巴瑞·哈姆弗莱斯', '艾瑞克·巴纳']","['剧情', '喜剧', '动画']",澳大利亚 / 美国,92
144,4268598,2010,告白,中岛哲也,"['松隆子', '冈田将生', '木村佳乃', '西井幸人']","['剧情', '悬疑']",日本,106
145,1291545,2003,大鱼,蒂姆·波顿,"['伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格']","['剧情', '家庭', '奇幻', '冒险']",美国,125 
146,1307315,1979,哪吒闹海,王树忱,"['梁正晖', '邱岳峰', '毕克', '富润生']","['动画', '奇幻', '冒险']",中国大陆,65
